job_title,experience_years,salary_mid,source_name
front end engineer,2.5,25000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,8000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,14.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,17000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,21.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,29000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,16000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,25.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,2500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,23000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,25000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,0.5,9750.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,35000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,5000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,22300.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,45.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,4500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,200000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,75000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,28000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,13000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,2400000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,19000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,106480.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,182.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,15000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,20000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,24000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,10000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,12500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,12000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,80000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,17000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,15000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,300000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,17500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,15000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,40000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,6000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,28000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,35000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,160000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,3000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,13000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,20000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,36000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,19000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,8000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,13800.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,325000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,75000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,71500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,10000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,62000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,6500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,50.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,9600.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,19500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,20800.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,20.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,55000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,40.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,14000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,30000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,32000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,6500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,22500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,4000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,11000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,60000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,13000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,15.0,22000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,18000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,45000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,32500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,9000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,16400.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,4.0,140000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,7.0,150000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,32000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,52000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,5000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,12500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,10.0,275000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,14000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,9500.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,16000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.5,9000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,1.0,0.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,2.5,32000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
front end engineer,6.0,47000.0,Kaggle_Front_End_Developer_salaries_in_Egypt_2023
